Order ID,Order Date,Ship Date,Customer Name,Customer Segment,Category,Sub-Category,Product Name,Sales Amount,Profit,Discount,Quantity,Region,State
ORD1350,2023-01-09 00:00:00,2023-01-15 00:00:00,Customer 494,Small Business,Technology,Laptops,Laptops 74,330.78,75.75,0.09,4,South,Florida
ORD1351,2023-11-10 00:00:00,2023-11-15 00:00:00,Customer 442,Consumer,Technology,Monitors,Monitors 89,58.01,13.19,0.09,1,East,Illinois
ORD1352,2023-09-12 00:00:00,2023-09-15 00:00:00,Customer 313,Home Office,Furniture,Tables,Tables 35,473.81,126.47,0.14,6,South,Illinois
ORD1353,2023-08-07 00:00:00,2023-08-12 00:00:00,Customer 210,Consumer,Technology,Laptops,Laptops 63,266.65,23.2,0.01,1,East,New York
ORD1354,2023-02-18 00:00:00,2023-02-25 00:00:00,Customer 49,Corporate,Furniture,Tables,Tables 23,149.21,44.62,0.09,2,South,California
ORD1355,2023-03-07 00:00:00,2023-03-14 00:00:00,Customer 166,Corporate,Technology,Monitors,Monitors 55,558.2,52.33,0.11,8,West,New York
ORD1356,2023-10-14 00:00:00,2023-10-16 00:00:00,Customer 434,Small Business,Technology,Laptops,Laptops 66,81.76,16.75,0.06,8,East,Texas
ORD1357,2023-06-03 00:00:00,2023-06-07 00:00:00,Customer 422,Small Business,Technology,Monitors,Monitors 24,488.7,29.49,0.12,10,East,California
ORD1358,2023-02-24 00:00:00,2023-03-01 00:00:00,Customer 198,Small Business,Furniture,Sofas,Sofas 9,932.7,102.42,0.19,6,West,Illinois
ORD1359,2023-12-08 00:00:00,2023-12-15 00:00:00,Customer 65,Home Office,Furniture,Sofas,Sofas 64,650.58,60.23,0.07,9,East,California
ORD1360,2023-07-28 00:00:00,2023-08-03 00:00:00,Customer 121,Small Business,Furniture,Tables,Tables 11,254.7,75.11,0.02,9,East,Illinois
ORD1361,2023-08-16 00:00:00,2023-08-20 00:00:00,Customer 267,Corporate,Furniture,Chairs,Chairs 59,823.88,74.68,0.12,9,South,Texas
ORD1362,2023-11-14 00:00:00,2023-11-19 00:00:00,Customer 438,Home Office,Technology,Printers,Printers 84,554.06,88.35,0.04,8,Central,Illinois
ORD1363,2023-01-03 00:00:00,2023-01-07 00:00:00,Customer 489,Corporate,Office Supplies,Pens,Pens 65,634.92,150.23,0.11,9,East,Illinois
ORD1364,2023-06-28 00:00:00,2023-07-02 00:00:00,Customer 377,Corporate,Technology,Monitors,Monitors 91,894.28,108.71,0.08,6,South,California
ORD1365,2023-01-26 00:00:00,2023-01-27 00:00:00,Customer 107,Consumer,Furniture,Chairs,Chairs 64,11.42,1.94,0.05,7,West,Texas
ORD1366,2023-10-08 00:00:00,2023-10-12 00:00:00,Customer 468,Corporate,Office Supplies,Staplers,Staplers 28,483.61,59.67,0.08,8,South,New York
ORD1367,2023-07-18 00:00:00,2023-07-25 00:00:00,Customer 290,Home Office,Office Supplies,Pens,Pens 11,833.85,246.63,0.18,9,East,Texas
ORD1368,2023-05-10 00:00:00,2023-05-15 00:00:00,Customer 201,Home Office,Furniture,Sofas,Sofas 35,833.72,91.99,0.06,8,East,Texas
ORD1369,2023-07-09 00:00:00,2023-07-10 00:00:00,Customer 486,Corporate,Furniture,Sofas,Sofas 22,571.27,106.72,0.15,8,East,Illinois
ORD1370,2023-04-30 00:00:00,2023-05-05 00:00:00,Customer 301,Home Office,Technology,Phones,Phones 22,658.81,81.92,0.15,2,West,Texas
ORD1371,2023-03-19 00:00:00,2023-03-21 00:00:00,Customer 138,Consumer,Technology,Phones,Phones 89,521.97,149.42,0.15,4,Central,New York
ORD1372,2023-01-21 00:00:00,2023-01-22 00:00:00,Customer 57,Small Business,Technology,Phones,Phones 87,787.74,157.66,0.05,5,East,Illinois
ORD1373,2023-04-28 00:00:00,2023-05-04 00:00:00,Customer 432,Small Business,Furniture,Sofas,Sofas 45,572,47.49,0.02,8,Central,Illinois
ORD1374,2023-12-05 00:00:00,2023-12-07 00:00:00,Customer 367,Home Office,Technology,Printers,Printers 61,110.85,6.83,0.02,4,South,California
ORD1375,2023-10-20 00:00:00,2023-10-26 00:00:00,Customer 386,Consumer,Office Supplies,Staplers,Staplers 72,739,96.14,0.17,9,Central,Illinois
ORD1376,2023-02-26 00:00:00,2023-03-03 00:00:00,Customer 411,Small Business,Technology,Monitors,Monitors 80,163.79,41.36,0.11,8,West,Illinois
ORD1377,2023-10-28 00:00:00,2023-10-30 00:00:00,Customer 429,Consumer,Furniture,Tables,Tables 21,296.55,36.86,0.12,10,South,Illinois
ORD1378,2023-11-26 00:00:00,2023-12-01 00:00:00,Customer 458,Consumer,Technology,Phones,Phones 58,192.83,42.32,0.08,3,South,Illinois
ORD1379,2023-09-09 00:00:00,2023-09-15 00:00:00,Customer 60,Home Office,Technology,Phones,Phones 57,652.79,178.02,0.08,4,South,Illinois
ORD1380,2023-06-07 00:00:00,2023-06-13 00:00:00,Customer 126,Home Office,Office Supplies,Paper,Paper 95,842.57,116.37,0.19,2,Central,Texas
ORD1381,2023-08-03 00:00:00,2023-08-09 00:00:00,Customer 242,Consumer,Office Supplies,Pens,Pens 85,136.41,40.07,0.05,8,South,Texas
ORD1382,2023-02-13 00:00:00,2023-02-20 00:00:00,Customer 346,Consumer,Furniture,Bookcases,Bookcases 4,70.51,8.22,0.1,5,East,California
ORD1383,2023-08-14 00:00:00,2023-08-17 00:00:00,Customer 63,Corporate,Furniture,Bookcases,Bookcases 19,506.03,110.73,0.18,9,South,New York
ORD1384,2023-08-29 00:00:00,2023-08-30 00:00:00,Customer 369,Small Business,Technology,Laptops,Laptops 19,333.6,86.92,0.11,8,East,Texas
ORD1385,2023-10-24 00:00:00,2023-10-28 00:00:00,Customer 58,Corporate,Furniture,Sofas,Sofas 51,569.09,158.91,0.12,1,South,Florida
ORD1386,2023-06-03 00:00:00,2023-06-06 00:00:00,Customer 158,Consumer,Technology,Monitors,Monitors 81,647.25,187.01,0.08,9,South,Illinois
ORD1387,2023-09-06 00:00:00,2023-09-07 00:00:00,Customer 473,Small Business,Technology,Printers,Printers 49,155.84,37.01,0.19,9,West,California
ORD1388,2023-08-22 00:00:00,2023-08-29 00:00:00,Customer 31,Consumer,Furniture,Tables,Tables 58,270.54,69.7,0.02,1,East,Texas
ORD1389,2023-05-03 00:00:00,2023-05-05 00:00:00,Customer 284,Small Business,Office Supplies,Staplers,Staplers 62,233.57,66.24,0.18,10,South,Illinois
ORD1390,2023-05-02 00:00:00,2023-05-05 00:00:00,Customer 252,Consumer,Furniture,Bookcases,Bookcases 54,923.74,180.94,0.1,1,South,Illinois
ORD1391,2023-01-11 00:00:00,2023-01-13 00:00:00,Customer 83,Small Business,Furniture,Bookcases,Bookcases 29,740.19,104.88,0.12,5,Central,Florida
ORD1392,2023-01-17 00:00:00,2023-01-22 00:00:00,Customer 86,Corporate,Office Supplies,Pens,Pens 7,613.99,65.48,0.15,9,South,Texas
ORD1393,2023-10-15 00:00:00,2023-10-16 00:00:00,Customer 251,Corporate,Furniture,Chairs,Chairs 30,477.29,89.9,0.07,9,Central,Illinois
ORD1394,2023-07-14 00:00:00,2023-07-17 00:00:00,Customer 260,Corporate,Furniture,Sofas,Sofas 70,636.29,163.77,0.08,1,West,Florida
ORD1395,2023-09-29 00:00:00,2023-10-05 00:00:00,Customer 357,Home Office,Furniture,Sofas,Sofas 63,967.13,56.1,0.09,1,South,Illinois
ORD1396,2023-01-24 00:00:00,2023-01-29 00:00:00,Customer 324,Home Office,Office Supplies,Staplers,Staplers 91,967.04,279.99,0.07,10,West,California
ORD1397,2023-07-16 00:00:00,2023-07-21 00:00:00,Customer 88,Small Business,Office Supplies,Pens,Pens 53,16.33,4.17,0.03,9,East,New York
ORD1398,2023-01-27 00:00:00,2023-02-02 00:00:00,Customer 299,Corporate,Office Supplies,Staplers,Staplers 97,89.16,4.46,0.07,10,South,Florida
ORD1399,2023-09-08 00:00:00,2023-09-15 00:00:00,Customer 391,Consumer,Furniture,Chairs,Chairs 2,928.63,248.58,0.09,2,West,California
ORD1400,2023-04-02 00:00:00,2023-04-04 00:00:00,Customer 101,Corporate,Office Supplies,Pens,Pens 96,375.33,19.91,0.05,9,South,Texas
ORD1401,2023-05-28 00:00:00,2023-06-03 00:00:00,Customer 417,Corporate,Office Supplies,Paper,Paper 45,93.57,20.89,0.15,5,Central,California
ORD1402,2023-10-04 00:00:00,2023-10-11 00:00:00,Customer 243,Small Business,Furniture,Tables,Tables 33,944.4,107.08,0.07,8,Central,Illinois
ORD1403,2023-06-12 00:00:00,2023-06-13 00:00:00,Customer 190,Corporate,Office Supplies,Paper,Paper 31,808.24,88.29,0.11,9,East,California
ORD1404,2023-01-24 00:00:00,2023-01-28 00:00:00,Customer 22,Consumer,Furniture,Sofas,Sofas 37,795.43,211.77,0.09,2,Central,Texas
ORD1405,2023-06-07 00:00:00,2023-06-14 00:00:00,Customer 411,Home Office,Furniture,Bookcases,Bookcases 57,682.24,113.24,0.06,9,South,Florida
ORD1406,2023-01-24 00:00:00,2023-01-30 00:00:00,Customer 385,Home Office,Office Supplies,Staplers,Staplers 81,268.96,68.89,0.11,2,East,Texas
ORD1407,2023-06-19 00:00:00,2023-06-26 00:00:00,Customer 372,Small Business,Furniture,Tables,Tables 28,364.28,69.9,0.03,4,South,California
ORD1408,2023-08-16 00:00:00,2023-08-20 00:00:00,Customer 481,Corporate,Office Supplies,Staplers,Staplers 8,597.62,149.68,0.13,6,East,Texas
ORD1409,2023-04-29 00:00:00,2023-04-30 00:00:00,Customer 153,Corporate,Office Supplies,Paper,Paper 29,666.18,94.25,0.03,8,South,California
ORD1410,2023-07-02 00:00:00,2023-07-04 00:00:00,Customer 111,Home Office,Technology,Laptops,Laptops 4,167.37,12.27,0.01,2,East,California
ORD1411,2023-07-30 00:00:00,2023-08-02 00:00:00,Customer 130,Corporate,Technology,Monitors,Monitors 16,402.99,28.36,0.06,9,Central,California
ORD1412,2023-09-21 00:00:00,2023-09-27 00:00:00,Customer 64,Corporate,Furniture,Bookcases,Bookcases 69,42.76,5.26,0.05,2,South,California
ORD1413,2023-03-04 00:00:00,2023-03-07 00:00:00,Customer 293,Small Business,Furniture,Bookcases,Bookcases 48,225.67,34.5,0.13,9,West,California
ORD1414,2023-03-14 00:00:00,2023-03-17 00:00:00,Customer 41,Consumer,Furniture,Chairs,Chairs 30,386.05,38.38,0.07,4,South,New York
ORD1415,2023-07-04 00:00:00,2023-07-06 00:00:00,Customer 287,Consumer,Office Supplies,Binders,Binders 18,122,34.05,0.13,2,South,New York
ORD1416,2023-10-09 00:00:00,2023-10-10 00:00:00,Customer 203,Home Office,Furniture,Bookcases,Bookcases 37,627.52,137.84,0.07,10,South,California
ORD1417,2023-11-15 00:00:00,2023-11-17 00:00:00,Customer 358,Home Office,Furniture,Bookcases,Bookcases 39,466.64,23.34,0.01,6,South,Illinois
ORD1418,2023-12-04 00:00:00,2023-12-07 00:00:00,Customer 391,Home Office,Furniture,Tables,Tables 3,460.31,26.81,0.11,9,East,Illinois
ORD1419,2023-11-10 00:00:00,2023-11-15 00:00:00,Customer 399,Corporate,Technology,Monitors,Monitors 22,939.94,133.88,0.09,7,West,Illinois
ORD1420,2023-05-03 00:00:00,2023-05-04 00:00:00,Customer 189,Corporate,Technology,Phones,Phones 45,190.15,30.13,0.02,5,Central,Texas
ORD1421,2023-06-15 00:00:00,2023-06-16 00:00:00,Customer 214,Corporate,Technology,Phones,Phones 25,538.43,47.96,0.01,5,South,Florida
ORD1422,2023-10-15 00:00:00,2023-10-16 00:00:00,Customer 192,Corporate,Office Supplies,Staplers,Staplers 11,870.82,179.42,0.13,1,West,Illinois
ORD1423,2023-08-17 00:00:00,2023-08-23 00:00:00,Customer 482,Consumer,Furniture,Sofas,Sofas 88,926.98,237.14,0,1,Central,California
ORD1424,2023-03-09 00:00:00,2023-03-11 00:00:00,Customer 378,Small Business,Office Supplies,Staplers,Staplers 32,713.86,157.25,0.08,5,West,Texas
ORD1425,2023-04-28 00:00:00,2023-04-30 00:00:00,Customer 394,Corporate,Furniture,Tables,Tables 73,610.75,94.61,0.13,5,East,Illinois
ORD1426,2023-09-25 00:00:00,2023-09-28 00:00:00,Customer 305,Corporate,Furniture,Chairs,Chairs 56,992.05,203.86,0.03,9,East,New York
ORD1427,2023-02-05 00:00:00,2023-02-07 00:00:00,Customer 16,Consumer,Technology,Printers,Printers 62,635.97,112.31,0.16,8,West,Illinois
ORD1428,2023-11-14 00:00:00,2023-11-21 00:00:00,Customer 218,Home Office,Technology,Printers,Printers 58,348.02,55.69,0.09,7,West,Texas
ORD1429,2023-10-14 00:00:00,2023-10-15 00:00:00,Customer 118,Corporate,Technology,Laptops,Laptops 92,617.86,139.55,0.13,9,West,New York
ORD1430,2023-12-23 00:00:00,2023-12-25 00:00:00,Customer 220,Corporate,Office Supplies,Binders,Binders 27,706.31,138.03,0.01,4,Central,California
ORD1431,2023-08-20 00:00:00,2023-08-27 00:00:00,Customer 274,Small Business,Technology,Laptops,Laptops 76,86.89,11.47,0.18,9,West,New York
ORD1432,2023-08-01 00:00:00,2023-08-04 00:00:00,Customer 392,Corporate,Technology,Printers,Printers 43,116.29,25.38,0.14,5,West,Texas
ORD1433,2023-01-15 00:00:00,2023-01-19 00:00:00,Customer 208,Consumer,Technology,Printers,Printers 65,85.56,7.54,0.06,6,East,Texas
ORD1434,2023-07-03 00:00:00,2023-07-05 00:00:00,Customer 237,Home Office,Office Supplies,Paper,Paper 63,323.78,39.67,0.15,1,South,Texas
ORD1435,2023-11-25 00:00:00,2023-11-28 00:00:00,Customer 423,Small Business,Furniture,Tables,Tables 47,300.46,48.83,0.14,3,West,New York
ORD1436,2023-02-04 00:00:00,2023-02-07 00:00:00,Customer 473,Corporate,Technology,Laptops,Laptops 61,375.9,20.22,0.14,4,South,Florida
ORD1437,2023-11-06 00:00:00,2023-11-07 00:00:00,Customer 77,Small Business,Office Supplies,Binders,Binders 90,436.18,52.91,0.18,9,South,New York
ORD1438,2023-02-08 00:00:00,2023-02-15 00:00:00,Customer 420,Corporate,Office Supplies,Pens,Pens 94,311.6,36.48,0.02,4,West,California
ORD1439,2023-04-23 00:00:00,2023-04-27 00:00:00,Customer 371,Corporate,Furniture,Bookcases,Bookcases 22,701.68,35.5,0.08,9,South,California
ORD1440,2023-05-28 00:00:00,2023-05-29 00:00:00,Customer 2,Consumer,Office Supplies,Staplers,Staplers 90,483.35,116.75,0.18,10,South,Florida
ORD1441,2023-03-28 00:00:00,2023-03-31 00:00:00,Customer 338,Small Business,Furniture,Tables,Tables 57,956.98,196.17,0.11,4,West,Texas
ORD1442,2023-11-28 00:00:00,2023-12-01 00:00:00,Customer 300,Small Business,Technology,Laptops,Laptops 75,629.07,66.53,0.13,10,West,Florida
ORD1443,2023-04-26 00:00:00,2023-05-01 00:00:00,Customer 37,Home Office,Technology,Printers,Printers 16,895.82,177.26,0.02,4,East,Florida
ORD1444,2023-01-19 00:00:00,2023-01-26 00:00:00,Customer 115,Home Office,Furniture,Tables,Tables 50,978.01,278.74,0.18,9,West,California
ORD1445,2023-04-14 00:00:00,2023-04-17 00:00:00,Customer 386,Home Office,Furniture,Sofas,Sofas 47,966.43,274.87,0.03,5,East,New York
ORD1446,2023-03-01 00:00:00,2023-03-03 00:00:00,Customer 67,Consumer,Furniture,Chairs,Chairs 21,893.55,217.35,0.06,4,West,Texas
ORD1447,2023-04-01 00:00:00,2023-04-02 00:00:00,Customer 95,Home Office,Technology,Printers,Printers 86,225.86,67.69,0.19,5,East,California
ORD1448,2023-12-19 00:00:00,2023-12-22 00:00:00,Customer 81,Small Business,Technology,Phones,Phones 3,926.09,261.66,0.19,6,South,Texas
ORD1449,2023-05-01 00:00:00,2023-05-07 00:00:00,Customer 328,Corporate,Technology,Laptops,Laptops 22,534.48,108,0.14,3,South,Florida
ORD1450,2023-03-04 00:00:00,2023-03-07 00:00:00,Customer 157,Consumer,Office Supplies,Paper,Paper 89,546.58,158.19,0.13,8,West,New York
ORD1451,2023-12-06 00:00:00,2023-12-11 00:00:00,Customer 59,Home Office,Office Supplies,Staplers,Staplers 45,960.37,119.17,0.2,1,Central,California
ORD1452,2023-10-18 00:00:00,2023-10-21 00:00:00,Customer 206,Corporate,Office Supplies,Pens,Pens 57,490.3,101.64,0.13,10,Central,California
ORD1453,2023-05-14 00:00:00,2023-05-18 00:00:00,Customer 452,Corporate,Technology,Laptops,Laptops 42,234.64,17.89,0.13,6,Central,Texas
ORD1454,2023-02-11 00:00:00,2023-02-16 00:00:00,Customer 226,Small Business,Office Supplies,Paper,Paper 46,290.48,54.94,0.06,5,Central,New York
ORD1455,2023-09-20 00:00:00,2023-09-27 00:00:00,Customer 34,Small Business,Office Supplies,Paper,Paper 13,342.88,34.76,0.15,1,Central,Illinois
ORD1456,2023-12-11 00:00:00,2023-12-17 00:00:00,Customer 249,Corporate,Office Supplies,Binders,Binders 54,559.84,167.29,0.11,7,Central,Florida
ORD1457,2023-09-26 00:00:00,2023-09-29 00:00:00,Customer 421,Consumer,Furniture,Bookcases,Bookcases 53,347.51,68.96,0.07,9,Central,California
ORD1458,2023-02-07 00:00:00,2023-02-09 00:00:00,Customer 114,Corporate,Office Supplies,Pens,Pens 9,923.66,156.58,0.12,3,Central,California
ORD1459,2023-12-03 00:00:00,2023-12-08 00:00:00,Customer 105,Small Business,Office Supplies,Staplers,Staplers 21,210.06,39.03,0.16,5,South,California
ORD1460,2023-12-27 00:00:00,2023-12-31 00:00:00,Customer 446,Corporate,Office Supplies,Pens,Pens 22,821.5,203.03,0.08,9,South,Illinois
ORD1461,2023-08-26 00:00:00,2023-08-27 00:00:00,Customer 235,Corporate,Furniture,Chairs,Chairs 63,94,19.89,0.15,9,East,Florida
ORD1462,2023-06-25 00:00:00,2023-07-02 00:00:00,Customer 476,Small Business,Furniture,Sofas,Sofas 13,963.04,182.13,0.11,8,West,Illinois
ORD1463,2023-01-29 00:00:00,2023-01-30 00:00:00,Customer 172,Home Office,Technology,Phones,Phones 11,187.9,24.69,0.06,3,East,Florida
ORD1464,2023-11-02 00:00:00,2023-11-07 00:00:00,Customer 23,Small Business,Furniture,Chairs,Chairs 61,782.82,112.5,0.1,3,East,New York
ORD1465,2023-11-09 00:00:00,2023-11-14 00:00:00,Customer 153,Corporate,Furniture,Sofas,Sofas 63,699.06,204.02,0.05,6,Central,California
ORD1466,2023-02-19 00:00:00,2023-02-25 00:00:00,Customer 140,Consumer,Furniture,Sofas,Sofas 1,195.92,52.92,0.12,6,Central,New York
ORD1467,2023-08-14 00:00:00,2023-08-17 00:00:00,Customer 271,Consumer,Office Supplies,Paper,Paper 59,78.86,18.49,0.16,6,West,California
ORD1468,2023-04-23 00:00:00,2023-04-28 00:00:00,Customer 429,Small Business,Office Supplies,Binders,Binders 76,228.1,45.2,0.13,7,East,Florida
ORD1469,2023-12-01 00:00:00,2023-12-02 00:00:00,Customer 181,Home Office,Technology,Phones,Phones 37,371.31,20.06,0.08,9,East,California
ORD1470,2023-05-23 00:00:00,2023-05-28 00:00:00,Customer 19,Home Office,Office Supplies,Binders,Binders 73,217.64,63.38,0.02,2,East,Texas
ORD1471,2023-08-31 00:00:00,2023-09-01 00:00:00,Customer 472,Consumer,Technology,Laptops,Laptops 31,160.26,30.72,0.13,4,West,California
ORD1472,2023-08-03 00:00:00,2023-08-07 00:00:00,Customer 257,Home Office,Office Supplies,Binders,Binders 37,112.65,25.88,0.07,10,West,Illinois
ORD1473,2023-08-10 00:00:00,2023-08-13 00:00:00,Customer 9,Home Office,Office Supplies,Pens,Pens 74,937.59,110.98,0.14,4,Central,California
ORD1474,2023-02-27 00:00:00,2023-03-06 00:00:00,Customer 268,Corporate,Furniture,Bookcases,Bookcases 27,103.75,10.88,0.11,9,Central,Texas
ORD1475,2023-04-29 00:00:00,2023-05-01 00:00:00,Customer 60,Home Office,Office Supplies,Paper,Paper 9,912.16,52.21,0.07,9,East,New York
ORD1476,2023-10-28 00:00:00,2023-10-31 00:00:00,Customer 324,Home Office,Office Supplies,Binders,Binders 71,390.95,107.83,0.06,3,Central,Texas
ORD1477,2023-08-10 00:00:00,2023-08-14 00:00:00,Customer 252,Small Business,Office Supplies,Pens,Pens 92,11.82,2.93,0.01,6,Central,Illinois
ORD1478,2023-03-24 00:00:00,2023-03-29 00:00:00,Customer 95,Home Office,Technology,Printers,Printers 32,586.52,133.99,0.19,5,West,New York
ORD1479,2023-10-28 00:00:00,2023-10-29 00:00:00,Customer 113,Small Business,Office Supplies,Pens,Pens 76,358.67,35.31,0.14,10,East,Florida
ORD1480,2023-07-27 00:00:00,2023-07-31 00:00:00,Customer 282,Home Office,Office Supplies,Paper,Paper 51,963.93,121.33,0.18,10,West,Texas
ORD1481,2023-10-30 00:00:00,2023-11-03 00:00:00,Customer 352,Home Office,Furniture,Sofas,Sofas 8,306.54,48.19,0.02,10,Central,Florida
ORD1482,2023-09-09 00:00:00,2023-09-12 00:00:00,Customer 393,Home Office,Technology,Monitors,Monitors 27,105.75,18.96,0,3,Central,New York
ORD1483,2023-02-28 00:00:00,2023-03-07 00:00:00,Customer 222,Home Office,Office Supplies,Pens,Pens 83,734.31,141.62,0.05,2,East,Texas
ORD1484,2023-04-11 00:00:00,2023-04-16 00:00:00,Customer 401,Home Office,Technology,Laptops,Laptops 62,418.27,37.69,0.02,7,Central,Florida
ORD1485,2023-05-21 00:00:00,2023-05-25 00:00:00,Customer 181,Home Office,Technology,Phones,Phones 24,195.79,51.45,0.15,2,South,New York
ORD1486,2023-09-09 00:00:00,2023-09-16 00:00:00,Customer 335,Small Business,Furniture,Bookcases,Bookcases 58,447.24,84.5,0.02,5,South,California
ORD1487,2023-08-14 00:00:00,2023-08-21 00:00:00,Customer 396,Small Business,Technology,Laptops,Laptops 41,22.74,4.05,0.08,9,South,New York
ORD1488,2023-03-19 00:00:00,2023-03-23 00:00:00,Customer 52,Consumer,Office Supplies,Staplers,Staplers 33,899.66,149.18,0.11,6,Central,Illinois
ORD1489,2023-02-01 00:00:00,2023-02-06 00:00:00,Customer 99,Home Office,Furniture,Sofas,Sofas 77,353.34,58.62,0,3,East,California
ORD1490,2023-08-31 00:00:00,2023-09-06 00:00:00,Customer 69,Home Office,Technology,Laptops,Laptops 60,968.96,165.43,0.18,4,South,Florida
ORD1491,2023-03-12 00:00:00,2023-03-17 00:00:00,Customer 435,Small Business,Technology,Monitors,Monitors 10,562.04,72.63,0.1,7,Central,Texas
ORD1492,2023-04-07 00:00:00,2023-04-12 00:00:00,Customer 104,Small Business,Office Supplies,Paper,Paper 9,171.33,36.21,0.05,3,South,Illinois
ORD1493,2023-01-04 00:00:00,2023-01-09 00:00:00,Customer 258,Home Office,Technology,Phones,Phones 11,378.36,83.4,0.04,4,South,California
ORD1494,2023-07-03 00:00:00,2023-07-07 00:00:00,Customer 78,Small Business,Office Supplies,Binders,Binders 42,818.19,241.49,0.17,5,West,New York
ORD1495,2023-08-21 00:00:00,2023-08-28 00:00:00,Customer 194,Corporate,Technology,Printers,Printers 22,747.84,137.99,0.04,1,West,California
ORD1496,2023-02-02 00:00:00,2023-02-05 00:00:00,Customer 275,Corporate,Office Supplies,Pens,Pens 57,969.27,62.65,0.19,4,Central,Texas
ORD1497,2023-04-23 00:00:00,2023-04-26 00:00:00,Customer 265,Consumer,Furniture,Sofas,Sofas 63,857.98,104.41,0.19,9,South,Florida
ORD1498,2023-09-14 00:00:00,2023-09-20 00:00:00,Customer 208,Small Business,Furniture,Sofas,Sofas 5,880.34,212.53,0.16,7,South,Illinois
ORD1499,2023-06-24 00:00:00,2023-06-27 00:00:00,Customer 384,Small Business,Office Supplies,Binders,Binders 9,113.06,10.2,0.15,4,East,New York
ORD1500,2023-11-14 00:00:00,2023-11-19 00:00:00,Customer 495,Consumer,Technology,Printers,Printers 91,64.72,6.81,0.1,4,East,Illinois
ORD1501,2023-09-25 00:00:00,2023-09-29 00:00:00,Customer 429,Home Office,Technology,Printers,Printers 19,883.59,45.16,0.05,9,West,Illinois
ORD1502,2023-12-20 00:00:00,2023-12-27 00:00:00,Customer 175,Home Office,Furniture,Chairs,Chairs 55,909.7,154.09,0.19,7,South,Texas
ORD1503,2023-01-09 00:00:00,2023-01-12 00:00:00,Customer 332,Consumer,Furniture,Tables,Tables 53,890.86,206.48,0.15,8,Central,Florida
ORD1504,2023-11-25 00:00:00,2023-12-01 00:00:00,Customer 493,Corporate,Furniture,Sofas,Sofas 62,135.83,8.77,0.09,10,West,California
ORD1505,2023-03-22 00:00:00,2023-03-27 00:00:00,Customer 136,Corporate,Office Supplies,Binders,Binders 3,159.5,44.91,0.01,3,Central,Florida
ORD1506,2023-11-12 00:00:00,2023-11-17 00:00:00,Customer 385,Small Business,Office Supplies,Staplers,Staplers 40,291.95,79.47,0.03,2,East,New York
ORD1507,2023-12-05 00:00:00,2023-12-07 00:00:00,Customer 135,Consumer,Technology,Printers,Printers 76,696.73,172.74,0.13,2,East,Texas
ORD1508,2023-12-20 00:00:00,2023-12-25 00:00:00,Customer 82,Small Business,Office Supplies,Pens,Pens 8,944.38,175.53,0.18,3,Central,Illinois
ORD1509,2023-04-20 00:00:00,2023-04-22 00:00:00,Customer 103,Home Office,Office Supplies,Pens,Pens 21,817.8,52.09,0.08,5,West,Florida
ORD1510,2023-03-26 00:00:00,2023-03-29 00:00:00,Customer 490,Consumer,Technology,Phones,Phones 82,163.57,40.46,0.08,1,West,Texas
ORD1511,2023-08-31 00:00:00,2023-09-04 00:00:00,Customer 444,Home Office,Office Supplies,Staplers,Staplers 5,814.6,211.16,0.09,9,South,Texas
ORD1512,2023-02-01 00:00:00,2023-02-07 00:00:00,Customer 64,Corporate,Office Supplies,Staplers,Staplers 100,505.57,86.99,0.14,10,East,Florida
ORD1513,2023-12-05 00:00:00,2023-12-08 00:00:00,Customer 500,Home Office,Technology,Laptops,Laptops 6,720.83,51.05,0,6,East,Illinois
ORD1514,2023-10-11 00:00:00,2023-10-12 00:00:00,Customer 216,Corporate,Furniture,Chairs,Chairs 7,480.57,138.79,0.07,1,Central,New York
ORD1515,2023-09-25 00:00:00,2023-09-28 00:00:00,Customer 451,Small Business,Office Supplies,Staplers,Staplers 19,784.45,112.69,0.14,5,South,New York
ORD1516,2023-10-14 00:00:00,2023-10-16 00:00:00,Customer 171,Home Office,Furniture,Sofas,Sofas 64,873.23,110.49,0.03,7,East,California
ORD1517,2023-03-02 00:00:00,2023-03-05 00:00:00,Customer 434,Home Office,Office Supplies,Binders,Binders 89,473.26,135.65,0.14,4,Central,California
ORD1518,2023-02-21 00:00:00,2023-02-26 00:00:00,Customer 104,Home Office,Technology,Printers,Printers 62,762.16,108.65,0.14,7,Central,Texas
ORD1519,2023-09-11 00:00:00,2023-09-15 00:00:00,Customer 474,Corporate,Technology,Phones,Phones 13,384.98,110.86,0.12,10,West,Texas
ORD1520,2023-05-07 00:00:00,2023-05-10 00:00:00,Customer 355,Consumer,Office Supplies,Staplers,Staplers 8,20.39,3.99,0.1,4,South,New York
ORD1521,2023-08-01 00:00:00,2023-08-07 00:00:00,Customer 263,Small Business,Technology,Laptops,Laptops 59,152,13.17,0.12,2,West,Florida
ORD1522,2023-01-02 00:00:00,2023-01-09 00:00:00,Customer 99,Corporate,Technology,Monitors,Monitors 62,303.21,88.5,0.18,6,South,California
ORD1523,2023-10-21 00:00:00,2023-10-23 00:00:00,Customer 493,Small Business,Furniture,Bookcases,Bookcases 79,502.17,145.23,0.03,5,West,New York
ORD1524,2023-02-23 00:00:00,2023-02-28 00:00:00,Customer 19,Corporate,Furniture,Bookcases,Bookcases 56,588.74,99.94,0.06,8,South,California
